일련번호,등록상태,발명의 명칭,IPC 번호,등록번호,등록일자,출원번호,출원일자,공개번호,공개일자,공고번호,공고일자,초록,큰 이미지 경로,이미지 경로,출원인
391,소멸,광학렌즈가 부착된 자외선 센서를 이용한 전력설비 코로나 방전 측정 장치 및 방법,G01R 31/12|G01N 21/33,1010545220000,20110729,1020100041983,20100504,,,,20110804,"본 발명은 광학렌즈가 부착된 자외선 센서를 이용한 전력설비 코로나 방전 측정 장치 및 방법에 관한 것으로, 전기 설비 대상물로부터 방출되는 자외선을 일정 거리 이격된 위치에서 검출하여 방전전류로 변환하는 다수의 센서가 배열된 UV 센서 어레이부, 상기 전기 설비 대상물로부터 방출되는 자외선을 상기 UV 센서 어레이부로 집광하는 광학렌즈부, 상기 UV 센서 어레이부에서 변환된 방전전류를 피크 신호로 검출하는 자외선 신호 검출부, 검출된 자외선 신호를 화면 영상으로 처리하는 자외선 영상 처리부, 상기 광학렌즈부 앞에 배치되어 전기 설비 대상물을 촬영하는 실영상 이미지 측정부, 상기 전기 설비 대상물의 촬영된 영상을 화면으로 디스플레이하는 실영상 이미지 처리부, 상기 전기 설비 대상물의 촬영된 영상과 상기 자외선 신호 검출부의 자외선 영상을 결합하는 자외선 영상 및 실영상 매칭부, 및 상기 결합된 자외선 영상과 실영상으로부터 코로나 방전 위치를 검출하는 영상 및 데이터 출력부를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726f7186212f1cb3f971623c2d03887efdd428e37b94ee39c22203201e668c03adfbb6a5078bf2c4177fb9f6d8b94f8e32d80908aed19abc233,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf5b54dd9fc20936c687306fbcaf699a4700359c139840301cf143ec76afb10aca520ac316051ed6fa0b373a0f7030be4f666417a11936792c,한국전기안전공사
392,등록,코로나 팁 절연기,H01T 19/00,1017521930000,20170623,1020117027632,20100504,1020120026500,20120319,,20170629,"본 발명은 대체로 자동차 등에서 공기/연료 혼합물을 점화시키는데 사용되는 코로나 방전 점화기에 관한 것이다. 상기 코로나 방전 점화기에 전압이 가해질 때 아크가 형성되는 것을 억제하기 위해서, 코로나 방전 점화기는 절연기의 팁에 경사진 오목부 또는 그루브와 같은, 다양한 형상과 구성을 가지고 있다. 팁의 형상 및 구성은 보다 강화된 전계를 생성하는 작은 반경을 제공하고 보다 우수한 연소를 제공한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e002fa4b255a199c736a26dbfc961bfd1bc96fad375356e1f3f78a02dd46493b381ee48c91ca5817077618f4e45366159fd1a517160fde6d9b4,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf9764075bcd35ddcaabaf53a25c3413a88592865ecbcd334577b85b16e300ec26ab9788adf01217e8fcd389a3fa0160cda67624d37487d432,페더럴-모굴 이그니션 컴퍼니
393,등록,정전하 중화를 위한 클린 코로나 가스 이온화,B03C 3/155|B03C 3/41|B03C 3/38|B03C 3/017|B03C 3/49|H01J 47/02,1018621600000,20180523,1020117025104,20100423,1020120040128,20120426,,20180704,"코로나에서 생성된 이온으로부터 오염 부산물을 분리시키는 것에 의한 클린 코로나 가스 이온화는 압력을 가지고 하류 방향으로 흐르는 비이온화된 가스 스트림을 수립하는 단계와, 오염 부산물의 적어도 상당한 부분이 비이온화된 가스 스트림으로 이동하는 것을 방지하기 위해 비이온화된 가스 스트림의 압력보다 충분히 낮은 압력을 가지는, 이온과 오염 부산물의 플라즈마 영역을 수립하는 단계와, 상기 이온의 적어도 상당한 부분이 비이온화된 가스 스트림으로 이동하게 유도할 만큼 충분하게 상기 플라즈마 영역에 전기장을 가하는 단계를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00bf57b34fe38beeec1ad55f345d6e25b7efc9394028d7d60d90abd0575c1ef1b0f757136e99c37cbbb5ad05f94c3703008af5b013d3de6ecb,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf9fefd86cdae3ba6db681a5966bd9a7798b76621d45872c0b1e770a8c7f668f99e6115547ef133efef5d625e98afe9b0bd8bd0590336c25c9,"이온 시스템즈, 인크."
394,등록,정전하 중화를 위한 클린 코로나 가스 이온화,B03C 3/38|B03C 3/41|H05F 3/04|B01J 19/08,1018488070000,20180409,1020137028546,20100423,1020130128016,20131125,,20180413,"코로나에서 생성된 이온으로부터 오염 부산물을 분리시키는 것에 의한 클린 코로나 가스 이온화는 압력을 가지고 하류 방향으로 흐르는 비이온화된 가스 스트림을 수립하는 단계와, 오염 부산물의 적어도 상당한 부분이 비이온화된 가스 스트림으로 이동하는 것을 방지하기 위해 비이온화된 가스 스트림의 압력보다 충분히 낮은 압력을 가지는, 이온과 오염 부산물의 플라즈마 영역을 수립하는 단계와, 상기 이온의 적어도 상당한 부분이 비이온화된 가스 스트림으로 이동하게 유도할 만큼 충분하게 상기 플라즈마 영역에 전기장을 가하는 단계를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00d569ef32b71e4f9129fff4ec77f81cd0f28dbfc61d34a7a50722bca86bb185a9aa0de898329e63d635b978a4f679ba6d110ae0e0007a27b0,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf5374f0bb1668e96320feef081095c3fe9940ffb2f7e46958eaf536523ccdd6be61dba62e745cf62e54260a04a9b2da771a12159d970b9d9c,"이온 시스템즈, 인크."
395,거절,감태 추출물을 포함하는 코로나 바이러스 감염의 예방 또는 치료용 조성물 및 3CL 프로테아제 활성의 억제용 조성물,A61K 36/03|A61P 31/12,,,1020100006227,20100122,1020110086473,20110728,,,"본 발명은 감태 추출물 또는 이의 분획물을 포함하는 코로나 바이러스 감염의 예방 또는 치료용 조성물 및 3CL 프로테아제 활성의 억제를 위한 조성물에 관한 것으로, 감태 추출물 또는 이의 분획물이 3CL 프로테아제의 활성을 억제하는 효과를 나타내고, 다양한 코로나 바이러스에 대해 살바이러스 및 세포변성 억제효과를 동시에 나타내므로 코로나 바이러스 감염의 예방 또는 치료에 유용하게 사용될 수 있다.",,,한국생명공학연구원
396,등록,셔터를 구비하는 코로나 대전기,G03G 15/02,1011486030000,20120511,1020090126664,20091218,1020100071924,20100629,,20120521,"대전 장치는, 감광체에 대향하는 개구를 구비하고, 상기 감광체를 대전시키기 위한 코로나 대전기; 상기 개구를 폐쇄할 수 있도록 구비된 시트 형상 부재; 상기 시트 형상 부재를 이동시키기 위한 이동 수단; 및 상기 시트 형상 부재의 중앙부가 상기 감광체의 둘레 방향에 대하여 상기 코로나 대전기를 향해 돌출하도록 상기 시트 형상 부재의 형상을 규제하기 위한 규제 수단을 포함한다.  감광체, 코로나 대전기, 대전기 셔터",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726f6be0e37ecc32579b25739d342ac92e45030fb6d3b4508b518761556d1382def5f8ec95166fb2f38561124c085286ec5ebe801bd652690c2,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf7f3b5af3426382c4ef851e5e9b856f70044cdeb18b75c449d1fd6e58e7cc1a66bec664ef5fec0b0ba0fc8c635e43cab16ec8efa43d2a0255,캐논 가부시끼가이샤
397,소멸,코로나 바이러스 감염의 예방 또는 치료용 조성물 및 3CL 프로테아제 활성의 억제용 조성물,A61K 36/37|A61K 31/192|A61K 31/216|A61K 31/122|A23L 29/00|A61K 9/00|A61P 31/12,1011280880000,20120312,1020090125042,20091215,1020110068191,20110622,,20120412,"본 발명은 노박덩굴 추출물 또는 미역줄나무 추출물을 포함하는 코로나 바이러스 감염의 예방 또는 치료용 조성물 및 3CL 프로테아제 활성의 억제를 위한 조성물에 관한 것으로, 노박덩굴 추출물 또는 이의 분획물, 미역줄나무 추출물 또는 이의 분획물, 또는 이들로부터 추출한 퀴노메치드계 트리테르펜 화합물이 3CL 프로테아제의 활성을 억제하는 효과를 나타내고, 다양한 코로나 바이러스에 대해 살바이러스 및 세포변성 억제효과를 동시에 나타내므로 코로나 바이러스 감염의 예방 또는 치료에 유용하게 사용될 수 있다.  노박덩굴과, 노박덩굴, 미역줄나무, 코로나, 항코로나, 사스, 셀라스트롤, 3CL 프로테아제, 감염",,,한국생명공학연구원
398,거절,코로나방전처리 플라스틱필름과 이의 제품덮개,B29C 59/10|B29D 7/01|B29C 59/00,,,1020090124309,20091211,1020100004090,20100112,,,"본 발명은 플라스틱필름을 처리기재로 하여 코로나방전을 조사시켜 동 필름의 표면을 개질시키는 발명인데, 고주파전원에 의해 공급된 고주파 고전압출력을 방전전극과 처리 롤 간에 인가함으로서 코로나 방전이 발생하고, 이로 인하여 코로나 방전 하에서 기재를 통과시키는 공정으로 얻는 코로나방전필름의 표면은 물리적인 표면개질과 극성관능기 생성에 의한 화학적인 표면개질의 상승효과에 의해 현저한 젖음 성의 향상을 얻을 수 있고, 화학적 표면개질은 고에너지의 전자나 이온이 충돌하여 플라스틱표면에 래디컬이나 이온이 생성되는 극성관능기가 도입되어 화학적 표면개질을 일으켜 친수성, 접착성, 코팅특성, 증착특성, 인쇄 등 향상 및 표면유분의 제거로 수지첨가제의 표면브리드 촉진과 표면조도의 변화를 얻는 공정을 추가하는 공정의 발명이다,  지금까지는 이에 대한 기술이 알려지지 않았으나 각종 고가의 제품을 장기간 안전하게 보호할 목적으로 덮개를 제작할 필요성에 의해 차츰 이를 사업화하기 전에 이를 연구개발한 접착성차량의자덮개와 제품의 표면조도의 변화를 얻는 발명에 관한 것이다,  본 발명으로 그간 필름덮개가 벌려져 먼지가 쌓이고 제품보관 중 더럽혀져 판매 전에 상품품질을 저하시켜 손실을 보는 것을 방지하는 효과가 기대된다,  플라스틱필름, 코로나방전, 표면개질, 접착성, 극성 관능기, 코팅특성, 필름덮개, 표면조도,",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726f8de20914ebb1625da881fba77f4a0ba07ee787054262138646214ec79d4cde74b3e83ee79c005bc9ce05f3a1fd0efdeaa2f32c8995d83a4,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf738337a4d481ea45ae389513761261381a443ad84683d972988f9287e829f95681dbbf98bf8c0c1d989b53b7fd7095c882b791fadec529df,정용식
399,소멸,코로나 형의 대전기를 갖는 화상 형성 장치,G03G 15/02|G03G 15/14,1012330070000,20130206,1020090115613,20091127,1020100061387,20100607,,20130213,"화상 형성 장치는, 회전 가능한 감광 부재; 감광 부재의 표면에 대향하는 개구부를 구비하는 코로나 대전기; 감광 부재 상에 토너 상(toner image)을 형성하기 위한 화상 형성 수단; 감광 부재에 대하여 개구부를 열고 닫기 위한 셔터; 감광 부재와 접촉하여 슬라이딩(sliding)하기 위한 슬라이딩 수단; 화상 형성의 종료로부터 경과한 시간을 계측하기 위한 계측 수단; 및 계측 수단의 출력에 기초하여, 셔터가 닫히고 감광 부재가 슬라이딩 수단과 접촉하여 회전하도록 화상 형성 장치를 제어하기 위한 제어 수단을 포함한다.  감광 드럼, 화상 형성 장치, 셔터, 코로나 대전기, 전하 유출",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726126e4c24706e80620baa2b874ca167fda2439e6a574e1dfdf793d293075f187374a805c8c8976854720451af1c210c28a7c685b33ea34d6c,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfd961b359a166cb03976dd0152dbc67288f2f61606fb9c65d02844a91aba2d4ca67e486e04827f61a9ef0c333ba0108f5d785e4353c646853,캐논 가부시끼가이샤
400,소멸,코로나 방전을 이용한 악취처리장치 및 악취처리방법,A61L 9/22|B03C 3/41,1010055160000,20101227,1020090093854,20091001,,,,20110126,"악취 제거 효율을 향상시킬 수 있으며 전력 소비를 줄일 수 있는 에너지 절감형 악취처리장치 및 악취처리방법이 개시된다. 공기 중에 포함된 악취원인물질을 제거하기 위한 악취처리장치는, 공기의 유동 경로 상에 제공되는 코로나 방전부, 및 코로나 방전부에 의해 정의되는 코로나 방전공간에 인접하게 제공되며 코로나 방전에 의해 활성화되어 악취원인물질을 제거하기 위한 악취제거물질을 생성하는 악취제거촉매제를 포함하고, 악취원인물질은 코로나 방전부를 통과하는 동안, 코로나 방전에 의해 생성되는 화학적 활성종(chemically active specie), 및 악취제거촉매제로부터 생성된 악취제거물질에 의해 제거된다.  악취, 제거, 코로나 방전, 화학적 활성종, 악취제거촉매제, 활성화",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726a23083aa9b4b6603fee8af986c097c9cb398798dc6e0a93ccea2ffa56fe2d9d3c02d5cedf73a32cc2504261dce8e8d4ad46ba03357b48524,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf86451a0b51c0a167e5315910a4959758ddccd847c05ee97c98095aae09dddd4393be56fcfd116652552786b836f33bc69a696d1b04137402,미륭이씨오 주식회사
401,등록,코로나 방전원리가 사용된 바타입 정전기 제거장치,H05F 3/04|H01T 19/04|H01T 23/00,1011466210000,20120509,1020090088686,20090918,1020110030989,20110324,,20120516,"본 발명에 따른 코로나 방전원리가 사용된 바타입 정전기 제거장치는 일련으로 배치된 방전부상에 가압 된 공기로 이온들을 송풍하게 되므로 각 방전부마다 송풍장치가 필요없어 설치비용이 대단히 저렴하게 됨은 물론이고 설치가 대단히 간편하게 되어 시공시간이 대폭적으로 단축되며, 방전침이 내부에 위치되어 방전침 또는 방전침에 인가되는 고전압에 대한 신체의 손상이 방지되고, 필요로 하는 정전기 제거용량에 따라 방전부의 갯수의 증감이 대단히 용이하게 되어 설치비용이 절감되고, 벤츄리형 송풍공에 의하여 풍속이 빠르게 되어 단시간에 대전물체를 제전시킬 수 있으며, 송풍기가 사용되지 않으므로 고장의 우려가 크게 줄어들게 되어 유지보수의 비용이 대단히 저렴하게 된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf7266b8784e1dd20165bee5183b20f06f922c287c9102674c70a139aa604ece60c7bc747532145ba157799ee4bd132dcd481d5b7152c11120e47,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf253db0681f9d7720f0b375a454fd8d638d9c2d0d913dcb07c7e155952157532f7f234f131e15342e7aafa8162a20e0b2b6aaeb9022df4ede,(주)동일기연
402,거절,코로나 방전을 이용한 카본나노튜브의 제조장치 및 제조방법,B82B 3/00|C01B 31/02,,,1020090084155,20090907,1020110026312,20110315,,,"본 발명은 코로나 방전을 이용하여 카본나노튜브를 성장시키는 제조장치 및 제조방법에 관한 것으로써, 특히 저전력과 저온조건에서도 수직성장의 카본나노튜브를 합성시킬 수 있다는 장점을 갖는 키는 제조장치 및 제조방법에 관한 것이다.  본 발명에 따른 코로나 방전을 이용한 카본나노튜브의 제조장치는 밀폐체; 상기 밀폐체에 내장된 기판; 상기 밀폐체와 연결된 가스공급부; 상기 밀폐체와 연결된 온도조절수단; 상기 밀폐체 내에서 기판 부근에 배열되는 음극; 및 상기 기판 및 상기 음극과 연결된 전원공급부;를 포함하여 이루어진다.  나노튜브, 카본, 니켈, 암모니아, 아세틸렌, 코로나방전, 실리콘기판, 양극, 음극",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726c91d368dc16c4fa011af62c43831ec13db59d0a6dd3877ea80fb874680bda9f1c9df954dfc1cfb5ba735f236c4982b5989b3baf09ccd817c,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfd091402a330cad9fa6b94936d53f5269070dfa85252658e5dfa692d3408784a1dc7c404e11783ac6bda687bb40000d38613e9ee5a6708f56,동국대학교 경주캠퍼스 산학협력단
